canonical_smiles,molecule_chembl_id,pchembl_value,standard_units,standard_value,units,value,pIC50,Activity Class,Valid_SMILES,Molecular_Weight,LogP,TPSA,H_Bond_Donors,H_Bond_Acceptors,Rotatable_Bonds,Ring_Count,Lipinski_Violations,Drug_Likeness,Predicted_pIC50,Absorption_Score,Permeability_Score,DrugLikeness_Score,ADMET_Proxy_Score,ADMET_Profile,Activity_Score,Target_Confidence,Lead_Score,Lead_Score_Percent,Scaffold,Fraction_CSP3,Heavy_Atom_Count,Aromatic_Rings,NHOH_Count,NO_Count,BBB_Suitability,BBB_Profile,Solubility_Score,Developability_Score,Advanced_ADMET_Score,Advanced_ADMET_Profile,Final_Lead_Score,Final_Lead_Score_Percent,Rank
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3927449,8.89,nM,1.3,nM,1.3,8.886056647693163,Highly Active,True,381.52000000000015,3.9815000000000023,69.2,1,5,4,5,0,Pass,8.816715,1.0,1.0,1.0,1.0,Favourable,0.9484649,0.897767398252352,0.9691208051390581,96.9120805139058,C1=NC2(N=C1)c1cc(OCC3CCC3)ccc1CC21CCCCC1,0.6521739130434783,28,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9576556787490845,95.76556787490846,1
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CCC3)cc1C21N=C(C)C(N)=N1,CHEMBL3961886,8.82,nM,1.5,nM,1.5,8.823908740944319,Highly Active,True,381.52000000000015,3.9815000000000023,69.2,1,5,4,5,0,Pass,8.816715,1.0,1.0,1.0,1.0,Favourable,0.9484649,0.897767398252352,0.9691208051390581,96.9120805139058,C1=NC2(N=C1)c1cc(OCC3CCC3)ccc1CC21CCCCC1,0.6521739130434783,28,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9576556787490845,95.76556787490846,2
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3937398,9.05,nM,0.9,nM,0.9,9.045757490560675,Highly Active,True,367.4930000000001,3.591400000000002,69.2,1,5,4,5,0,Pass,8.810974,1.0,1.0,1.0,1.0,Favourable,0.94751954,0.897767398252352,0.9686481403059892,96.86481403059892,C1=NC2(N=C1)c1cc(OCC3CC3)ccc1CC21CCCCC1,0.6363636363636364,27,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9571357474327088,95.71357474327088,3
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3)cc1C21N=C(C)C(N)=N1,CHEMBL3923244,8.80,nM,1.6,nM,1.6,8.795880017344075,Highly Active,True,367.4930000000001,3.591400000000002,69.2,1,5,4,5,0,Pass,8.810974,1.0,1.0,1.0,1.0,Favourable,0.94751954,0.897767398252352,0.9686481403059892,96.86481403059892,C1=NC2(N=C1)c1cc(OCC3CC3)ccc1CC21CCCCC1,0.6363636363636364,27,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9571357474327088,95.71357474327088,4
CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,CHEMBL2152914,8.66,nM,2.2,nM,2.2,8.657577319177793,Highly Active,True,412.53700000000026,4.236000000000003,72.86,1,5,2,5,0,Pass,8.885371,1.0,1.0,1.0,1.0,Favourable,0.95977044,0.897767398252352,0.9747735904402666,97.47735904402666,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.4230769230769231,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9498737545013428,94.98737545013428,5
CC#Cc1cncc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,CHEMBL3989948,8.92,nM,1.2,nM,1.2,8.920818753952375,Highly Active,True,412.53700000000026,4.236000000000003,72.86,1,5,2,5,0,Pass,8.885371,1.0,1.0,1.0,1.0,Favourable,0.95977044,0.897767398252352,0.9747735904402666,97.47735904402666,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.4230769230769231,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9498737545013428,94.98737545013428,6
CC#Cc1cccc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,CHEMBL2151058,8.85,nM,1.4,nM,1.4,8.853871964321762,Highly Active,True,411.54900000000026,4.841000000000005,59.97,1,4,2,5,0,Pass,8.777094,1.0,1.0,1.0,1.0,Favourable,0.94194055,0.897767398252352,0.9658586429305009,96.5858642930501,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4074074074074074,31,2,2,4,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9400673003196717,94.00673003196717,7
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(Cl)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,CHEMBL2152915,8.80,nM,1.6,nM,1.6,8.795880017344075,Highly Active,True,432.9550000000002,4.994680000000006,83.75999999999999,1,5,2,5,0,Pass,8.746442,1.0,1.0,1.0,1.0,Favourable,0.9368931,0.897767398252352,0.9633349226660661,96.33349226660661,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9372912139892579,93.72912139892578,8
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC3CC3)cc1C21N=C(C)C(N)=N1,CHEMBL3939963,9.10,nM,0.8,nM,0.8,9.096910013008056,Highly Active,True,381.52000000000015,3.9815000000000023,69.2,1,5,5,5,0,Pass,8.5437,1.0,1.0,1.0,1.0,Favourable,0.9035077,0.897767398252352,0.9466422246642046,94.66422246642045,C1=NC2(N=C1)c1cc(OCCC3CC3)ccc1CC21CCCCC1,0.6521739130434783,28,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9329292581081391,93.29292581081391,9
COC1CCC2(CC1)Cc1ccc(-c3cc(C)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,CHEMBL6009393,8.59,nM,2.6,nM,2.6,8.585026652029182,Highly Active,True,412.5370000000002,4.649700000000005,83.75999999999999,1,5,2,5,0,Pass,8.6570835,1.0,1.0,1.0,1.0,Favourable,0.9221785,0.897767398252352,0.9559776233382158,95.59776233382158,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4230769230769231,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9291982145309449,92.91982145309449,10
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC(F)(F)C3)cc1C21N=C(C)C(N)=N1,CHEMBL3891403,8.08,nM,8.4,nM,8.4,8.075720713938118,Highly Active,True,417.50000000000017,4.226700000000003,69.2,1,5,4,5,0,Pass,8.65442,1.0,1.0,1.0,1.0,Favourable,0.9217398,0.897767398252352,0.9557582782454423,95.57582782454423,C1=NC2(N=C1)c1cc(OCC3CCC3)ccc1CC21CCCCC1,0.6521739130434783,30,1,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9289569349288941,92.89569349288941,11
CC#Cc1ccnc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,CHEMBL3901045,8.64,nM,2.3,nM,2.3,8.638272163982407,Highly Active,True,412.53700000000026,4.236000000000003,72.86,1,5,2,5,0,Pass,8.574277,1.0,1.0,1.0,1.0,Favourable,0.90854275,0.897767398252352,0.9491597460455827,94.91597460455827,C1=NC2(N=C1)c1cc(-c3ccccn3)ccc1CC21CCCCC1,0.4230769230769231,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9216985197067261,92.16985197067261,12
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3(C)CC3)cc1C21N=C(C)C(N)=N1,CHEMBL3915935,8.55,nM,2.8,nM,2.8,8.55284196865778,Highly Active,True,381.52000000000015,3.9815000000000023,69.2,1,5,4,5,0,Pass,8.356919,1.0,1.0,1.0,1.0,Favourable,0.87275076,0.897767398252352,0.9312637494749956,93.12637494749956,C1=NC2(N=C1)c1cc(OCC3CC3)ccc1CC21CCCCC1,0.6521739130434783,28,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9160129234790803,91.60129234790803,13
CCC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,CHEMBL2152920,8.64,nM,2.3,nM,2.3,8.638272163982407,Highly Active,True,426.5640000000003,4.626100000000004,72.86,1,5,2,5,0,Pass,8.494497,1.0,1.0,1.0,1.0,Favourable,0.89540553,0.897767398252352,0.9425911353774004,94.25911353774003,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.4444444444444444,32,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9144730658531189,91.44730658531189,14
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3965844,8.64,nM,2.3,nM,2.3,8.638272163982407,Highly Active,True,408.93300000000016,4.518000000000003,72.86,1,5,2,5,0,Pass,8.451432,1.0,1.0,1.0,1.0,Favourable,0.8883141,0.897767398252352,0.9390454338736467,93.90454338736467,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.43478260869565216,29,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9105727763175965,91.05727763175965,15
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(F)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3937468,8.26,nM,5.5,nM,5.5,8.259637310505756,Highly Active,True,392.4780000000002,4.003700000000002,72.86,1,5,2,5,0,Pass,8.280793,1.0,1.0,1.0,1.0,Favourable,0.86021507,0.897767398252352,0.9249959038443498,92.49959038443498,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.43478260869565216,29,2,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9091183052062989,90.91183052062989,16
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)F)cc1C21N=C(C)C(N)=N1,CHEMBL3899321,8.60,nM,2.5,nM,2.5,8.602059991327963,Highly Active,True,373.47200000000015,3.5394000000000014,69.2,1,5,4,4,0,Pass,8.274565,1.0,1.0,1.0,1.0,Favourable,0.8591895,0.897767398252352,0.9244831250853471,92.44831250853471,C1=NC2(N=C1)c1ccccc1CC21CCCCC1,0.6190476190476191,27,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.908554236650467,90.8554236650467,17
COc1ccc(F)c(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,CHEMBL3985518,8.82,nM,1.5,nM,1.5,8.823908740944319,Highly Active,True,421.5160000000003,4.617300000000004,69.2,1,5,3,5,0,Pass,8.410601,1.0,1.0,1.0,1.0,Favourable,0.88159037,0.897767398252352,0.9356835530943803,93.56835530943803,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.44,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9068747253417969,90.68747253417969,18
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,CHEMBL5846325,8.47,nM,3.4,nM,3.4,8.468521082957745,Highly Active,True,416.5000000000002,4.480380000000004,83.75999999999999,1,5,2,5,0,Pass,8.368208,1.0,1.0,1.0,1.0,Favourable,0.8746096,0.897767398252352,0.9321931647009782,93.21931647009782,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9030352921485901,90.30352921485901,19
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3923132,8.24,nM,5.7,nM,5.7,8.244125144327509,Highly Active,True,416.5000000000002,4.480380000000004,83.75999999999999,1,5,2,5,0,Pass,8.368208,1.0,1.0,1.0,1.0,Favourable,0.8746096,0.897767398252352,0.9321931647009782,93.21931647009782,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9030352921485901,90.30352921485901,20
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(C#N)c3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL4106794,6.20,nM,636.0,nM,636.0,6.196542884351587,Moderately Active,True,416.5000000000002,4.480380000000004,83.75999999999999,1,5,2,5,0,Pass,8.368208,1.0,1.0,1.0,1.0,Favourable,0.8746096,0.897767398252352,0.9321931647009782,93.21931647009782,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9030352921485901,90.30352921485901,21
CC1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)COCC(N)=N1,CHEMBL3653393,8.52,nM,3.0,uM,0.003,8.522878745280337,Highly Active,True,407.24300000000017,2.8381000000000007,89.6,2,5,3,3,0,Pass,8.207193,1.0,1.0,1.0,1.0,Favourable,0.8480954,0.897767398252352,0.9189360784239702,91.89360784239702,O=C(Nc1cccc(C2COCC=N2)c1)c1ccccn1,0.23529411764705882,25,2,3,6,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.9024524793624878,90.24524793624879,22
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(C#N)ccc3F)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3894452,8.48,nM,3.3,nM,3.3,8.481486060122112,Highly Active,True,416.50000000000017,4.480380000000004,83.75999999999999,1,5,2,5,0,Pass,8.343593,1.0,1.0,1.0,1.0,Favourable,0.87055624,0.897767398252352,0.9301664875693254,93.01664875693254,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.9008059294223786,90.08059294223786,23
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1C21N=C(C)C(N)=N1,CHEMBL3946842,7.66,nM,22.0,nM,22.0,7.657577319177793,Highly Active,True,375.51600000000013,3.954200000000003,59.97,1,4,1,5,0,Pass,8.17499,1.0,1.0,1.0,1.0,Favourable,0.8427925,0.897767398252352,0.9162846254057817,91.62846254057817,C(#CC1CCC1)c1ccc2c(c1)C1(N=CC=N1)C1(CCCCC1)C2,0.5833333333333334,28,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8995359048843384,89.95359048843385,24
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4112651,8.70,nM,2.0,nM,2.0,8.698970004336019,Highly Active,True,375.51600000000013,3.954200000000003,59.97,1,4,1,5,0,Pass,8.17499,1.0,1.0,1.0,1.0,Favourable,0.8427925,0.897767398252352,0.9162846254057817,91.62846254057817,C(#CC1CCC1)c1ccc2c(c1)C1(N=CC=N1)C1(CCCCC1)C2,0.5833333333333334,28,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8995359048843384,89.95359048843385,25
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CCC3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3891777,8.68,nM,2.1,nM,2.1,8.67778070526608,Highly Active,True,375.51600000000013,3.954200000000003,59.97,1,4,1,5,0,Pass,8.17499,1.0,1.0,1.0,1.0,Favourable,0.8427925,0.897767398252352,0.9162846254057817,91.62846254057817,C(#CC1CCC1)c1ccc2c(c1)C1(N=CC=N1)C1(CCCCC1)C2,0.5833333333333334,28,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8995359048843384,89.95359048843385,26
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(C(F)(F)F)c3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3939410,8.68,nM,2.1,nM,2.1,8.67778070526608,Highly Active,True,442.4850000000002,4.883400000000004,72.86,1,5,2,5,0,Pass,8.315656,1.0,1.0,1.0,1.0,Favourable,0.8659558,0.897767398252352,0.9278662847227983,92.78662847227983,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.4583333333333333,32,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8982757122516632,89.82757122516632,27
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC3CC3(F)F)cc1C21N=C(C)C(N)=N1,CHEMBL3905816,8.64,nM,2.3,nM,2.3,8.638272163982407,Highly Active,True,403.4730000000001,3.8366000000000025,69.2,1,5,4,5,0,Pass,8.295336,1.0,1.0,1.0,1.0,Favourable,0.86260986,0.897767398252352,0.9261933015532426,92.61933015532426,C1=NC2(N=C1)c1cc(OCC3CC3)ccc1CC21CCCCC1,0.6363636363636364,29,1,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8964354486465455,89.64354486465454,28
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC3CC3)cc1C21N=C(C)C(N)=N1,CHEMBL2152916,8.32,nM,4.8,nM,4.8,8.318758762624412,Highly Active,True,361.48900000000015,3.5641000000000025,59.97,1,4,1,5,0,Pass,8.129768,1.0,1.0,1.0,1.0,Favourable,0.835346,0.897767398252352,0.9125613616652422,91.25613616652421,C(#CC1CC1)c1ccc2c(c1)C1(N=CC=N1)C1(CCCCC1)C2,0.5652173913043478,27,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.895440290927887,89.5440290927887,29
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cc(F)cc(F)c3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3953357,8.55,nM,2.8,nM,2.8,8.55284196865778,Highly Active,True,409.4800000000002,4.747800000000005,59.97,1,4,2,5,0,Pass,8.267496,1.0,1.0,1.0,1.0,Favourable,0.85802543,0.897767398252352,0.9239010857291154,92.39010857291154,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4166666666666667,30,2,2,4,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8939139933586121,89.39139933586121,30
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3ccc(F)c(C#N)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3928450,8.15,nM,7.1,nM,7.1,8.148741651280925,Highly Active,True,416.5000000000002,4.480380000000004,83.75999999999999,1,5,2,5,0,Pass,8.26712,1.0,1.0,1.0,1.0,Favourable,0.85796356,0.897767398252352,0.923870150918477,92.3870150918477,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8938799591064454,89.38799591064453,31
C[C@@]1(c2cc(NC(=O)c3cnc(C(F)F)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,CHEMBL5077699,8.60,nM,2.5,nM,2.5,8.602059991327963,Highly Active,True,440.3890000000002,2.5080799999999996,134.87,2,7,4,4,0,Pass,8.601441,1.0,0.7,1.0,0.9099999999999999,Favourable,0.91301596,0.897767398252352,0.9243963507361344,92.43963507361343,O=C(Nc1cccc(C2Cn3nccc3C=N2)c1)c1cnccn1,0.2,32,3,3,9,0.65,Moderate Suitability,0.8,1.0,0.8300000000000001,Favourable,0.8926587610244751,89.2658761024475,32
COC1CCC2(CC1)Oc1ccc(-c3cncc(Cl)c3)cc1C21N=C(C)C(N)=N1,CHEMBL3653698,8.28,nM,5.2,nM,5.2,8.2839966563652,Highly Active,True,410.9050000000002,4.106700000000004,82.09,1,6,2,5,0,Pass,8.244521,1.0,1.0,1.0,1.0,Favourable,0.8542422,0.897767398252352,0.9220094727225236,92.20094727225236,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1OC21CCCCC1,0.4090909090909091,29,2,2,6,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8918332250118256,89.18332250118256,33
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)(C)C)cc1C21N=C(C)C(N)=N1,CHEMBL3951608,7.82,nM,15.0,nM,15.0,7.823908740944319,Highly Active,True,377.53200000000015,4.200200000000003,59.97,1,4,1,4,0,Pass,8.079774,1.0,1.0,1.0,1.0,Favourable,0.8271134,0.897767398252352,0.9084450648970537,90.84450648970537,C1=NC2(N=C1)c1ccccc1CC21CCCCC1,0.5833333333333334,28,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8909123644828797,89.09123644828797,34
CCc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1,CHEMBL3657419,8.28,nM,5.3,nM,5.3,8.275724130399212,Highly Active,True,426.5640000000003,4.903680000000004,83.76,1,5,3,5,0,Pass,8.231195,1.0,1.0,1.0,1.0,Favourable,0.8520479,0.897767398252352,0.920912330026143,92.0912330026143,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.4444444444444444,32,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8906263799667359,89.06263799667359,35
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3893021,8.80,nM,1.6,nM,1.6,8.795880017344075,Highly Active,True,363.50500000000017,3.810100000000003,59.97,1,4,1,4,0,Pass,8.064948,1.0,1.0,1.0,1.0,Favourable,0.8246721,0.897767398252352,0.9072244213766985,90.72244213766984,C1=NC2(N=C1)c1ccccc1CC21CCCCC1,0.5652173913043478,27,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8895696804523469,88.95696804523469,36
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1C21N=C(C)C(N)=N1,CHEMBL3945110,6.17,nM,678.0,nM,678.0,6.168770306132936,Moderately Active,True,363.50500000000017,3.810100000000003,59.97,1,4,1,4,0,Pass,8.064948,1.0,1.0,1.0,1.0,Favourable,0.8246721,0.897767398252352,0.9072244213766985,90.72244213766984,C1=NC2(N=C1)c1ccccc1CC21CCCCC1,0.5652173913043478,27,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8895696804523469,88.95696804523469,37
CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1[C@]21N=C(C)C(N)=N1,CHEMBL4110988,9.15,nM,0.7,nM,0.7,9.154901959985743,Highly Active,True,363.50500000000017,3.810100000000003,59.97,1,4,1,4,0,Pass,8.064948,1.0,1.0,1.0,1.0,Favourable,0.8246721,0.897767398252352,0.9072244213766985,90.72244213766984,C1=NC2(N=C1)c1ccccc1CC21CCCCC1,0.5652173913043478,27,1,2,4,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8895696804523469,88.95696804523469,38
CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCC(C)C)cc1C21N=C(C)C(N)=N1,CHEMBL2152917,7.70,nM,20.0,nM,20.0,7.698970004336019,Highly Active,True,369.5090000000001,3.8374000000000024,69.2,1,5,4,4,0,Pass,8.045054,1.0,1.0,1.0,1.0,Favourable,0.82139623,0.897767398252352,0.9055864857382707,90.55864857382707,C1=NC2(N=C1)c1ccccc1CC21CCCCC1,0.6363636363636364,27,1,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8877679512500763,88.77679512500764,39
COc1cccc(-c2ccc3c(c2)[C@@]2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)c1F,CHEMBL3916726,8.48,nM,3.3,nM,3.3,8.481486060122112,Highly Active,True,421.51600000000025,4.617300000000003,69.2,1,5,3,5,0,Pass,8.186462,1.0,1.0,1.0,1.0,Favourable,0.84468174,0.897767398252352,0.9172292398161821,91.72292398161821,C1=NC2(N=C1)c1cc(-c3ccccc3)ccc1CC21CCCCC1,0.44,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8865749628543854,88.65749628543854,40
C[C@@]1(c2cc(NC(=O)c3ccc(F)cn3)ccc2F)Cn2nc(C#N)cc2C(N)=N1,CHEMBL5085412,8.59,nM,2.6,nM,2.6,8.585026652029182,Highly Active,True,407.3840000000002,2.3145799999999994,121.97999999999999,2,6,3,4,0,Pass,8.529454,1.0,0.7,1.0,0.9099999999999999,Favourable,0.9011619,0.897767398252352,0.9184693244643143,91.84693244643142,O=C(Nc1cccc(C2Cn3nccc3C=N2)c1)c1ccccn1,0.15,30,3,3,8,0.65,Moderate Suitability,0.8,1.0,0.8300000000000001,Favourable,0.8861390559673309,88.61390559673309,41
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(C)c3)cc1[C@@]21N=C(C)C(N)=N1,CHEMBL3972463,7.68,nM,21.0,nM,21.0,7.6777807052660805,Highly Active,True,388.51500000000016,4.173020000000003,72.86,1,5,2,5,0,Pass,8.008619,1.0,1.0,1.0,1.0,Favourable,0.8153964,0.897767398252352,0.9025865839667253,90.25865839667253,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.4583333333333333,29,2,2,5,1.0,High Suitability,0.8,1.0,0.9600000000000001,Favourable,0.8844680593013764,88.44680593013764,42
CC#Cc1cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC[C@H](OC)CC2)C3)ccn1,CHEMBL3939422,8.31,nM,4.9,nM,4.9,8.309803919971486,Highly Active,True,412.53700000000026,4.236000000000003,72.86,1,5,2,5,0,Pass,8.145035,1.0,1.0,1.0,1.0,Favourable,0.83785987,0.897767398252352,0.9138183044142656,91.38183044142656,C1=NC2(N=C1)c1cc(-c3ccncc3)ccc1CC21CCCCC1,0.4230769230769231,31,2,2,5,1.0,High Suitability,0.6000000000000001,1.0,0.92,Favourable,0.8828229398727417,88.28229398727417,43
CO[C@H]1CC[C@]2(CC1)Cc1ccc(-c3cncc(Br)c3)cc1C21N=C(C)C(N)=N1,CHEMBL2152918,8.80,nM,1.6,nM,1.6,8.795880017344075,Highly Active,True,453.3840000000002,4.627100000000004,72.86,1,5,2,5,0,Pass,8.529214,1.0,0.75,1.0,0.925,Favourable,0.90112233,0.897767398252352,0.922949535722249,92.2949535722249,C1=NC2(N=C1)c1cc(-c3cccnc3)ccc1CC21CCCCC1,0.43478260869565216,29,2,2,5,0.75,High Suitability,0.6000000000000001,1.0,0.8200000000000001,Favourable,0.8826173002719878,88.26173002719878,44
